sensor_key,sensor_description,value,last_shared_date,period(min)
CO@5_3_22,House 5_Floor2_Bathroom_Water_SinkCold_Temp,9.0,2024-06-05 10:35:56,864.4
CO@5_3_23,House 5_Floor2_Bathroom_Water_SinkHot_Volume,1.8216880036222622e-44,2024-05-30 13:09:40,
CO@5_3_24,House 5_Floor2_Bathroom_Water_SinkHot_Flow,0.0,2024-05-30 13:09:53,
CO@5_3_25,House 5_Floor2_Bathroom_Water_SinkHot_Temp,9.700000000000001,2024-06-05 13:28:52,413.48
CO@5_3_26,House 5_Floor2_Bathroom_Water_BathCold_Volume,,,
CO@5_3_27,House 5_Floor2_Bathroom_Water_BathCold_Flow,,,
CO@5_3_28,House 5_Floor2_Bathroom_Water_BathCold_Temp,9.3,2024-06-05 11:34:46,585.01
CO@5_3_29,House 5_Floor2_Bathroom_Water_BathHot_Volume,,,
CO@5_3_30,House 5_Floor2_Bathroom_Water_BathHot_Flow,,,
CO@5_3_31,House 5_Floor2_Bathroom_Water_BathHot_Temp,9.1,2024-06-05 11:47:23,460.32
CO@5_3_32,,,,
CO@5_3_33,,,,
CO@5_3_34,,,,
CO@5_3_35,,,,
CO@5_3_36,,,,
CO@5_3_37,,,,
CO@5_3_8,House 5_Floor1_Kitchen_Water_SinkCold_Volume,1.3592595103950726e-43,2024-05-17 13:42:03,
CO@5_3_83,House 5_Floor2_Bathroom_Water_ToiletCold_Volume,1.877739942195255e-43,2024-03-12 09:30:43,
CO@5_3_84,House 5_Floor2_Bathroom_Water_ToiletCold_Flow,0.0,2024-04-02 08:43:11,
CO@5_3_85,House 5_Floor2_Bathroom_Water_ToiletCold_Temp,10.700000000000001,2024-06-02 20:19:38,1721.23
CO@5_3_9,House 5_Floor1_Kitchen_Water_SinkCold_Flow,0.0,2024-05-17 13:42:17,
CO@5_4_0,House 5_Floor1_LivingRoom_Other_Temperature,18.28,2024-06-05 13:52:44,4.99
CO@5_4_1,House 5_Floor1_LivingRoom_Other_Humidity,55.480000000000004,2024-06-05 13:51:14,5.17
CO@5_4_10,House 5_Floor1_Kitchen_Other_Temperature,19.04,2024-06-05 13:52:50,4.99
CO@5_4_100,House 5_Floor2_Bed3_Other_Temperature,17.0,2024-06-05 13:52:34,4.99
CO@5_4_101,House 5_Floor2_Bed3_Other_Humidity,55.88,2024-06-05 13:56:13,5.16
CO@5_4_102,House 5_Floor2_Bed3_Other_CO2,208.96,2024-06-05 13:52:33,4.54
CO@5_4_104,House 5_Floor2_Bed3_Other_Window1,1.0,2024-04-12 11:18:23,
CO@5_4_107,House 5_Floor2_Bed3_Other_Door1,0.0,2024-05-28 07:25:33,
CO@5_4_11,House 5_Floor1_Kitchen_Other_Humidity,50.92,2024-06-05 13:56:29,5.17
CO@5_4_12,House 5_Floor1_Kitchen_Other_CO2,264.96,2024-06-05 13:52:50,4.95
CO@5_4_120,,17.84,2024-06-05 13:55:17,2.99
CO@5_4_124,House 5_Floor2_Bathroom_Other_Window1,1.0,2023-11-28 15:28:50,
CO@5_4_127,House 5_Floor2_Bathroom_Other_Door1,0.0,2024-04-04 10:23:42,
CO@5_4_13,House 5_Floor1_Kitchen_Other_Occupancy,0.0,2024-06-05 12:53:29,6.56
CO@5_4_14,House 5_Floor1_Kitchen_Other_Window1,,,
CO@5_4_17,House 5_Floor1_Kitchen_Other_Door1,0.0,2024-05-21 12:24:20,
CO@5_4_18,House 5_Floor1_Kitchen_Other_Door2,1.0,2024-05-17 13:50:57,
CO@5_4_2,House 5_Floor1_LivingRoom_Other_CO2,284.0,2024-06-05 13:52:44,4.98
CO@5_4_20,House 5_Floor1_Hallway_Other_Temperature,15.290000000000001,2024-06-05 13:55:57,2.99
CO@5_4_200,,,
CO@5_4_201,,,3.0
CO@5_4_202,,,
CO@5_4_203,,,
CO@5_4_204,,,
CO@5_4_205,,,
CO@5_4_206,,,
CO@5_4_207,,,
CO@5_4_208,,,
CO@5_4_209,,,
CO@5_4_27,House 5_Floor1_Hallway_Other_Door1,1.0,2024-06-04 15:30:54,
CO@5_4_3,House 5_Floor1_LivingRoom_Other_Occupancy,0.0,2024-06-04 15:30:19,
CO@5_4_30,House 5_Floor1_DiningRoom_Other_Temperature,19.17,2024-06-05 13:52:28,5.0
CO@5_4_31,House 5_Floor1_DiningRoom_Other_Humidity,55.44,2024-06-05 13:56:08,5.17
CO@5_4_32,House 5_Floor1_DiningRoom_Other_CO2,169.92000000000002,2024-06-05 13:57:28,4.53
CO@5_4_33,House 5_Floor1_DiningRoom_Other_Occupancy,0.0,2024-06-04 15:30:17,
CO@5_4_34,House 5_Floor1_DiningRoom_Other_Window1,1.0,2023-12-19 07:37:35,
CO@5_4_37,House 5_Floor1_DiningRoom_Other_Door1,0.0,2023-12-11 14:18:59,
CO@5_4_4,House 5_Floor1_LivingRoom_Other_Window1,1.0,2023-12-18 15:11:19,
CO@5_4_60,,17.41,2024-06-05 13:55:24,2.99
CO@5_4_64,House 5_Floor1_WC_Other_Window1,0.0,2024-04-04 15:01:29,
CO@5_4_67,House 5_Floor1_WC_Other_Door1,1.0,2024-04-10 13:37:31,
CO@5_4_7,House 5_Floor1_LivingRoom_Other_Door1,0.0,2024-04-19 10:43:13,
CO@5_4_70,House 5_Floor2_Landing_Other_Temperature,17.11,2024-06-05 13:52:24,2.99
CO@5_4_80,House 5_Floor2_Bed1_Other_Temperature,18.68,2024-06-05 13:52:40,4.99
CO@5_4_81,House 5_Floor2_Bed1_Other_Humidity,52.28,2024-06-05 13:56:20,5.17
CO@5_4_82,House 5_Floor2_Bed1_Other_CO2,186.88,2024-06-05 13:52:40,4.94
CO@5_4_83,House 5_Floor2_Bed1_Other_Occupancy,0.0,2024-06-04 12:19:06,
CO@5_4_84,House 5_Floor2_Bed1_Other_Window1,1.0,2023-12-19 07:54:59,
CO@5_4_87,House 5_Floor2_Bed1_Other_Door1,0.0,2024-04-03 15:54:49,
CO@5_4_90,House 5_Floor2_Bed2_Other_Temperature,20.27,2024-06-05 13:52:29,4.99
CO@5_4_91,House 5_Floor2_Bed2_Other_Humidity,46.24,2024-06-05 13:50:59,5.17
CO@5_4_92,House 5_Floor2_Bed2_Other_CO2,326.88,2024-06-05 13:57:29,4.98
CO@5_4_93,House 5_Floor2_Bed2_Other_Occupancy,0.0,2024-06-05 13:10:02,0.25
CO@5_4_94,House 5_Floor2_Bed2_Other_Window1,1.0,2024-03-28 06:45:50,
CO@5_4_97,House 5_Floor2_Bed2_Other_Door1,0.0,2024-04-04 13:07:30,
CO@5_5_0,House 5_Floor_Global_HeatingControl_HeatDemandPWM,1.0,2024-06-05 13:53:45,4.99
CO@5_5_10,House 5_Floor1_Kitchen_HeatingControl_Setpoint,18.0,2024-03-28 14:16:42,
CO@5_5_100,,,
CO@5_5_101,,,
CO@5_5_102,,,
CO@5_5_103,,,
CO@5_5_104,,,
CO@5_5_105,,,
CO@5_5_106,,,
CO@5_5_107,,,
CO@5_5_108,,,
CO@5_5_109,,,
CO@5_5_11,House 5_Floor1_Kitchen_HeatingControl_Setpoint_Status,23.0,2024-06-05 10:53:47,
CO@5_5_12,,,
CO@5_5_13,House 5_Floor1_Kitchen_HeatingControl_HeatDemandPERC,100.0,2024-06-05 13:53:45,3.0
CO@5_5_14,House 5_Floor1_Kitchen_HeatingControl_HeatDemand_Status,88.0,2024-06-05 10:54:19,
CO@5_5_15,House 5_Floor1_Hallway_HeatingControl_Setpoint,18.0,2024-03-28 14:16:32,
CO@5_5_16,House 5_Floor1_Hallway_HeatingControl_Setpoint_Status,23.0,2024-06-05 10:53:47,
CO@5_5_17,,,,
CO@5_5_18,House 5_Floor1_Hallway_HeatingControl_HeatDemandPERC,100.0,2024-06-05 13:56:45,3.0
CO@5_5_19,House 5_Floor1_Hallway_HeatingControl_HeatDemand_Status,90.0,2024-06-05 10:53:48,98.86
CO@5_5_2,House 5_Floor_Global_HeatingControl_HeatDemand_Status,1.0,2024-06-04 12:13:23,
CO@5_5_20,House 5_Floor1_DiningRoom_HeatingControl_Setpoint,18.0,2024-03-28 14:16:55,
CO@5_5_200,House 5_Floor_Global_HeatingControl_CentralSetpoint_Control,23.0,2024-06-05 10:53:47,
CO@5_5_201,House 5_Floor_Global_HeatingControl_CentralSetpoint_Status,23.0,2024-06-05 10:53:47,
CO@5_5_202,House 5_Floor_Global_HeatingControl_CentralOnOff_Control,,,
CO@5_5_204,,,
CO@5_5_205,,,
CO@5_5_21,House 5_Floor1_DiningRoom_HeatingControl_Setpoint_Status,23.0,2024-06-05 10:53:47,
CO@5_5_22,,,
CO@5_5_23,House 5_Floor1_DiningRoom_HeatingControl_HeatDemandPERC,100.0,2024-06-05 13:56:45,3.0
CO@5_5_24,House 5_Floor1_DiningRoom_HeatingControl_HeatDemand_Status,88.0,2024-06-05 10:54:19,
CO@5_5_3,House 5_Floor_Global_HeatingControl_HotWater_Control,,,
CO@5_5_30,,,,
CO@5_5_31,,23.0,2024-06-05 10:53:47,
CO@5_5_32,,,
CO@5_5_35,,,
CO@5_5_36,,,
CO@5_5_37,,,
CO@5_5_4,House 5_Floor_Global_HeatingControl_HotWater_Status,,,
CO@5_5_40,House 5_Floor2_Bed1_HeatingControl_Setpoint,18.0,2024-05-23 11:57:31,
CO@5_5_41,House 5_Floor2_Bed1_HeatingControl_Setpoint_Status,18.0,2024-05-23 11:57:31,
CO@5_5_42,,,,
CO@5_5_43,House 5_Floor2_Bed1_HeatingControl_HeatDemandPERC,0.0,2024-06-05 13:53:25,3.0
CO@5_5_44,House 5_Floor2_Bed1_HeatingControl_HeatDemand_Status,0.0,2024-05-30 11:29:48,
CO@5_5_45,House 5_Floor2_Bed2_HeatingControl_Setpoint,18.0,2024-05-23 11:57:40,
CO@5_5_46,House 5_Floor2_Bed2_HeatingControl_Setpoint_Status,23.0,2024-06-05 10:53:47,
CO@5_5_47,,,,
CO@5_5_48,House 5_Floor2_Bed2_HeatingControl_HeatDemandPERC,100.0,2024-06-05 13:56:45,3.0
CO@5_5_49,House 5_Floor2_Bed2_HeatingControl_HeatDemand_Status,86.0,2024-06-05 12:08:49,
CO@5_5_5,House 5_Floor1_LivingRoom_HeatingControl_Setpoint,18.0,2024-04-18 01:21:05,
CO@5_5_50,House 5_Floor2_Bed3_HeatingControl_Setpoint,18.0,2024-05-23 11:57:49,
CO@5_5_51,House 5_Floor2_Bed3_HeatingControl_Setpoint_Status,23.0,2024-06-05 10:53:47,
CO@5_5_52,,,
CO@5_5_53,House 5_Floor2_Bed3_HeatingControl_HeatDemandPERC,100.0,2024-06-05 13:56:45,3.0
CO@5_5_54,House 5_Floor2_Bed3_HeatingControl_HeatDemand_Status,90.0,2024-06-05 10:53:59,
CO@5_5_6,House 5_Floor1_LivingRoom_HeatingControl_Setpoint_Status,23.0,2024-06-05 10:53:47,
CO@5_5_60,,15.0,2024-06-05 10:53:30,
CO@5_5_61,,23.0,2024-06-05 10:53:47,
CO@5_5_62,House 5_Floor2_Bathroom_HeatingControl_HeatDemandPWM,,,
CO@5_5_63,,,,
CO@5_5_67,House 5_Floor2_Ensuite_HeatingControl_HeatDemandPWM,,,
CO@5_5_7,,,,
CO@5_5_8,House 5_Floor1_LivingRoom_HeatingControl_HeatDemandPERC,100.0,2024-06-05 13:53:45,3.0
CO@5_5_9,House 5_Floor1_LivingRoom_HeatingControl_HeatDemand_Status,90.0,2024-06-05 10:54:18,
CO@6_0_1,House 6_Floor_Global_Electric_Voltage,1132036096.0,2023-12-20 07:20:44,
CO@6_0_10,House 6_Floor1_LivingRoom_Electric_Sockets_Control,,,
CO@6_0_11,House 6_Floor1_LivingRoom_Electric_Sockets_Status,,,
CO@6_0_13,House 6_Floor1_LivingRoom_Electric_Sockets_Current,,,
CO@6_0_130,House 6_Floor1_Bed1_Electric_Lights_Control,0.0,2024-03-14 09:37:08,
CO@6_0_131,House 6_Floor1_Bed1_Electric_Lights_Status,0.0,2024-03-15 13:46:09,
CO@6_0_133,House 6_Floor1_Bed1_Electric_Lights_Current,1026832728.0,2023-12-11 08:43:18,
CO@6_0_134,House 6_Floor1_Bed1_Electric_Lights_Power,1090818933.0,2023-12-11 08:43:16,
CO@6_0_136,House 6_Floor1_Bed1_Electric_Lights_CumEnergy,,,
CO@6_0_138,House 6_Floor1_Bed2_Electric_Lights_Control,1.0,2024-03-07 12:52:32,
CO@6_0_139,House 6_Floor1_Bed2_Electric_Lights_Status,0.0,2024-03-15 13:46:09,
CO@6_0_14,House 6_Floor1_LivingRoom_Electric_Sockets_Power,,,
CO@6_0_141,House 6_Floor1_Bed2_Electric_Lights_Current,0.052000001072883606,2024-03-07 12:52:56,
CO@6_0_142,House 6_Floor1_Bed2_Electric_Lights_Power,11.960000038146973,2024-03-07 12:52:54,
CO@6_0_144,House 6_Floor1_Bed2_Electric_Lights_CumEnergy,0.0,2024-03-07 12:52:57,
CO@6_0_16,House 6_Floor1_LivingRoom_Electric_Sockets_CumEnergy,,,
CO@6_0_162,House 6_Floor1_Bathroom_Electric_Lights_Control,0.0,2024-05-23 10:03:56,
CO@6_0_163,House 6_Floor1_Bathroom_Electric_Lights_Status,0.0,2024-05-23 10:03:56,
CO@6_0_165,House 6_Floor1_Bathroom_Electric_Lights_Current,0.0,2024-05-23 10:04:00,
CO@6_0_166,House 6_Floor1_Bathroom_Electric_Lights_Power,0.0,2024-05-23 10:04:00,
CO@6_0_168,House 6_Floor1_Bathroom_Electric_Lights_CumEnergy,4.0,2024-04-21 22:13:06,
CO@6_0_18,House 6_Floor1_Kitchen_Electric_Sockets_Control,1.0,2024-03-07 12:53:30,
CO@6_0_19,House 6_Floor1_Kitchen_Electric_Sockets_Status,1.0,2024-03-07 12:53:31,
CO@6_0_194,House 6_Floor_Global_Electric_Immersion_Control,,,
CO@6_0_195,House 6_Floor_Global_Electric_Immersion_Status,,,
CO@6_0_197,House 6_Floor_Global_Electric_Immersion_Current,,,
CO@6_0_198,House 6_Floor_Global_Electric_Immersion_Power,,,
CO@6_0_2,House 6_Floor_Global_Electric_Current,,,
CO@6_0_200,House 6_Floor_Global_Electric_Immersion_CumEnergy,,,
CO@6_0_202,House 6_Floor1_Kitchen_Electric_Hob_Control,1.0,2024-03-07 12:53:22,
CO@6_0_203,House 6_Floor1_Kitchen_Electric_Hob_Status,1.0,2024-03-07 12:53:24,
CO@6_0_205,House 6_Floor1_Kitchen_Electric_Hob_Current,,,
CO@6_0_206,House 6_Floor1_Kitchen_Electric_Hob_Power,0.0,2024-03-07 12:53:38,
CO@6_0_208,House 6_Floor1_Kitchen_Electric_Hob_CumEnergy,,,
CO@6_0_21,House 6_Floor1_Kitchen_Electric_Sockets_Current,,,
CO@6_0_22,House 6_Floor1_Kitchen_Electric_Sockets_Power,2117.14990234375,2024-03-07 13:15:26,
CO@6_0_24,House 6_Floor1_Kitchen_Electric_Sockets_CumEnergy,,,
CO@6_0_240,House 6_Floor_Global_Electric_Lights_ALL Control,0.0,2024-03-15 13:46:09,
CO@6_0_241,House 6_Floor_Global_Electric_Sockets_All Control,1.0,2024-03-07 12:05:18,
CO@6_0_3,House 6_Floor_Global_Electric_Power,1124957552.0,2023-12-20 11:30:12,
CO@6_0_34,House 6_Floor1_Bed1_Electric_Sockets_Control,,,
CO@6_0_35,House 6_Floor1_Bed1_Electric_Sockets_Status,,,
CO@6_0_37,House 6_Floor1_Bed1_Electric_Sockets_Current,,,
CO@6_0_38,House 6_Floor1_Bed1_Electric_Sockets_Power,,,
CO@6_0_4,House 6_Floor_Global_Electric_AppPower,1128343142.0,2023-12-21 15:46:58,
CO@6_0_40,House 6_Floor1_Bed1_Electric_Sockets_CumEnergy,,,
CO@6_0_42,House 6_Floor1_Bed2_Electric_Sockets_Control,1.0,2024-03-07 12:52:36,
CO@6_0_43,House 6_Floor1_Bed2_Electric_Sockets_Status,1.0,2024-03-07 12:52:37,
CO@6_0_45,House 6_Floor1_Bed2_Electric_Sockets_Current,0.0,2024-03-07 12:53:05,
CO@6_0_46,House 6_Floor1_Bed2_Electric_Sockets_Power,0.0,2024-03-07 12:53:03,
CO@6_0_48,House 6_Floor1_Bed2_Electric_Sockets_CumEnergy,0.0,2024-03-07 12:53:08,
CO@6_0_5,House 6_Floor_Global_Electric_ReacPower,,,
CO@6_0_6,House 6_Floor_Global_Electric_PowerFactor,1061343462.0,2023-12-21 15:45:42,
CO@6_0_66,House 6_Floor1_LivingRoom_Electric_Lights_Control,0.0,2024-04-17 12:45:59,
CO@6_0_67,House 6_Floor1_LivingRoom_Electric_Lights_Status,0.0,2024-04-17 12:46:01,
CO@6_0_69,House 6_Floor1_LivingRoom_Electric_Lights_Current,0.0,2024-04-17 12:46:11,
CO@6_0_7,House 6_Floor_Global_Electric_CumEnergy,0.0,2024-05-30 15:40:29,
CO@6_0_70,House 6_Floor1_LivingRoom_Electric_Lights_Power,0.0,2024-04-17 12:46:09,
CO@6_0_72,House 6_Floor1_LivingRoom_Electric_Lights_CumEnergy,,,
CO@6_0_74,House 6_Floor1_Kitchen_Electric_Lights_Control,0.0,2024-05-23 10:06:21,
CO@6_0_75,House 6_Floor1_Kitchen_Electric_Lights_Status,0.0,2024-05-23 10:06:22,
CO@6_0_77,House 6_Floor1_Kitchen_Electric_Lights_Current,0.0,2024-05-23 10:06:26,
CO@6_0_78,House 6_Floor1_Kitchen_Electric_Lights_Power,0.0,2024-05-23 10:06:25,
CO@6_0_8,House 6_Floor_Global_Electric_CumReactEnergy,550.0,2023-12-21 14:23:24,
CO@6_0_80,House 6_Floor1_Kitchen_Electric_Lights_CumEnergy,,,
CO@6_0_82,House 6_Floor1_Hallway_Electric_Lights_Control,1.0,2024-04-17 13:08:36,
CO@6_0_83,House 6_Floor1_Hallway_Electric_Lights_Status,1.0,2024-04-17 13:08:38,
CO@6_0_85,House 6_Floor1_Hallway_Electric_Lights_Current,0.04399999976158142,2024-04-17 12:48:43,
CO@6_0_86,House 6_Floor1_Hallway_Electric_Lights_Power,10.119999885559082,2024-04-17 12:48:40,
CO@6_0_88,House 6_Floor1_Hallway_Electric_Lights_CumEnergy,,,
CO@6_0_9,House 6_Floor_Global_Electric_ACFrequency,1112030576.0,2023-12-21 10:36:24,
CO@6_0_90,House 6_Floor1_Vestibule_Electric_Lights_Control,,,
CO@6_0_91,House 6_Floor1_Vestibule_Electric_Lights_Status,0.0,2024-05-23 10:03:56,
CO@6_0_93,House 6_Floor1_Vestibule_Electric_Lights_Current,0.0,2024-05-23 10:04:00,
CO@6_0_94,House 6_Floor1_Vestibule_Electric_Lights_Power,0.0,2024-05-23 10:04:00,
CO@6_0_96,House 6_Floor1_Vestibule_Electric_Lights_CumEnergy,2.0,2024-04-18 03:46:06,
CO@6_1_11,House 6_Floor1_Bathroom_Electric_Radiator_Current,0.0,2024-04-19 18:24:50,
CO@6_1_12,House 6_Floor1_Bathroom_Electric_Radiator_Power,3.9240000247955322,2024-04-20 11:02:07,
CO@6_1_14,House 6_Floor1_Bathroom_Electric_Radiator_CumEnergy,0.0,2024-03-07 12:52:24,
CO@6_1_8,House 6_Floor1_Bathroom_Electric_Radiator_Control,,,
CO@6_1_9,House 6_Floor1_Bathroom_Electric_Radiator_Status,,,
CO@6_2_0,House 6_Floor_Global_Gas_Volume,534.7799682617188,2024-06-05 13:41:35,15.0
CO@6_3_0,House 6_Floor_Global_Water_Meter_Volume,76.80000305175781,2024-06-05 13:50:58,5.0
CO@6_3_1,House 6_Floor_Global_Water_Meter_Flow,0.0,2024-06-05 13:55:58,5.0
CO@6_3_10,House 6_Floor1_Kitchen_Water_SinkCold_Temp,10.8,2024-06-04 07:04:24,938.68
CO@6_3_11,House 6_Floor1_Kitchen_Water_SinkHot_Volume,1.807675018979014e-43,2024-05-21 12:16:02,
CO@6_3_12,House 6_Floor1_Kitchen_Water_SinkHot_Flow,0.0,2024-05-21 12:16:18,
CO@6_3_13,House 6_Floor1_Kitchen_Water_SinkHot_Temp,11.200000000000001,2024-06-04 04:48:35,529.53
CO@6_3_20,House 6_Floor1_Bathroom_Water_SinkCold_Volume,,,
CO@6_3_21,House 6_Floor1_Bathroom_Water_SinkCold_Flow,87.2,2024-03-07 13:23:58,
CO@6_3_22,House 6_Floor1_Bathroom_Water_SinkCold_Temp,10.0,2024-06-04 10:50:08,543.53
CO@6_3_23,House 6_Floor1_Bathroom_Water_SinkHot_Volume,,,
CO@6_3_24,House 6_Floor1_Bathroom_Water_SinkHot_Flow,65.44,2024-03-07 13:24:00,
CO@6_3_25,House 6_Floor1_Bathroom_Water_SinkHot_Temp,7.7,2024-06-05 13:46:29,10.0
CO@6_3_26,House 6_Floor1_Bathroom_Water_BathCold_Volume,1.961817850054744e-44,2024-03-07 13:22:46,
CO@6_3_27,House 6_Floor1_Bathroom_Water_BathCold_Flow,556.16,2024-03-07 13:22:56,
CO@6_3_28,House 6_Floor1_Bathroom_Water_BathCold_Temp,9.3,2024-06-05 12:57:28,53.03
CO@6_3_29,House 6_Floor1_Bathroom_Water_BathHot_Volume,3.2229864679470793e-44,2024-03-07 13:22:49,
CO@6_3_30,House 6_Floor1_Bathroom_Water_BathHot_Flow,0.0,2023-11-28 14:59:38,
CO@6_3_31,House 6_Floor1_Bathroom_Water_BathHot_Temp,10.4,2024-06-05 13:31:02,51.59
CO@6_3_8,House 6_Floor1_Kitchen_Water_SinkCold_Volume,5.74532370373175e-44,2024-05-21 12:15:51,
CO@6_3_83,House 6_Floor1_Bathroom_Water_ToiletCold_Volume,5.170791333358575e-43,2024-05-24 10:06:52,
CO@6_3_84,House 6_Floor1_Bathroom_Water_ToiletCold_Flow,0.0,2024-05-24 10:07:01,
CO@6_3_85,House 6_Floor1_Bathroom_Water_ToiletCold_Temp,9.8,2024-06-02 21:42:45,1064.88
CO@6_3_9,House 6_Floor1_Kitchen_Water_SinkCold_Flow,0.0,2024-05-21 12:16:11,
CO@6_4_0,House 6_Floor1_LivingRoom_Other_Temperature,17.490000000000002,2024-06-05 13:55:56,4.99
CO@6_4_1,House 6_Floor1_LivingRoom_Other_Humidity,55.2,2024-06-05 13:54:56,5.17
CO@6_4_10,House 6_Floor1_Kitchen_Other_Temperature,17.87,2024-06-05 13:55:53,4.99
CO@6_4_11,House 6_Floor1_Kitchen_Other_Humidity,53.56,2024-06-05 13:54:52,5.17
CO@6_4_12,House 6_Floor1_Kitchen_Other_CO2,314.88,2024-06-05 13:55:52,4.99
CO@6_4_120,House 6_Floor1_Bathroom_Other_Temperature,,,
CO@6_4_123,House 6_Floor1_Bathroom_Other_Occupancy,0.0,2024-06-04 14:56:54,
CO@6_4_124,House 6_Floor1_Bathroom_Other_Window1,1.0,2024-05-08 08:55:07,
CO@6_4_127,House 6_Floor1_Bathroom_Other_Door1,1.0,2024-06-04 11:50:13,
CO@6_4_13,House 6_Floor1_Kitchen_Other_Occupancy,0.0,2024-06-04 15:23:59,0.68
CO@6_4_14,House 6_Floor1_Kitchen_Other_Window1,1.0,2024-03-28 12:58:27,
CO@6_4_17,House 6_Floor1_Kitchen_Other_Door1,0.0,2024-03-12 09:59:26,
CO@6_4_2,House 6_Floor1_LivingRoom_Other_CO2,308.96,2024-06-05 13:55:56,4.89
CO@6_4_20,House 6_Floor1_Hallway_Other_Temperature,17.88,2024-06-05 13:53:33,2.99
CO@6_4_27,House 6_Floor1_Hallway_Other_Door1,1.0,2024-03-20 10:19:01,
CO@6_4_3,House 6_Floor1_LivingRoom_Other_Occupancy,0.0,2024-06-05 13:09:09,2.73
CO@6_4_37,House 6_Floor1_Vestibule_Other_Door1,1.0,2024-06-04 15:23:41,
CO@6_4_4,House 6_Floor1_LivingRoom_Other_Window1,1.0,2024-04-17 12:20:24,
CO@6_4_7,House 6_Floor1_LivingRoom_Other_Door1,0.0,2024-04-17 15:06:51,
CO@6_4_80,House 6_Floor1_Bed1_Other_Temperature,16.6,2024-06-05 13:56:39,4.99
CO@6_4_81,House 6_Floor1_Bed1_Other_Humidity,57.72,2024-06-05 13:56:09,5.17
CO@6_4_82,House 6_Floor1_Bed1_Other_CO2,342.72,2024-06-05 13:56:39,4.88
CO@6_4_83,House 6_Floor1_Bed1_Other_Occupancy,0.0,2024-06-04 15:05:02,
CO@6_4_84,House 6_Floor1_Bed1_Other_Window1,0.0,2024-03-07 13:30:15,
CO@6_4_87,House 6_Floor1_Bed1_Other_Door1,1.0,2024-03-07 13:33:50,
CO@6_4_90,House 6_Floor1_Bed2_Other_Temperature,15.63,2024-06-05 13:52:38,4.98
CO@6_4_91,House 6_Floor1_Bed2_Other_Humidity,58.44,2024-06-05 13:51:58,5.17
CO@6_4_92,House 6_Floor1_Bed2_Other_CO2,344.0,2024-06-05 13:52:38,4.96
CO@6_4_93,House 6_Floor1_Bed2_Other_Occupancy,0.0,2024-06-04 15:23:58,
CO@6_4_94,House 6_Floor1_Bed2_Other_Window1,1.0,2023-12-11 15:31:58,
CO@6_4_97,House 6_Floor1_Bed2_Other_Door1,0.0,2024-05-28 07:19:12,
CO@6_5_0,House 6_Floor_Global_HeatingControl_HeatDemandPWM,0.0,2024-06-05 13:56:10,5.0
CO@6_5_10,House 6_Floor1_Kitchen_HeatingControl_Setpoint,,,
CO@6_5_11,House 6_Floor1_Kitchen_HeatingControl_Setpoint_Status,18.0,2024-05-23 11:59:42,
CO@6_5_13,House 6_Floor1_Kitchen_HeatingControl_HeatDemandPERC,50.0,2024-06-05 13:56:34,3.0
CO@6_5_14,House 6_Floor1_Kitchen_HeatingControl_HeatDemand_Status,0.0,2024-06-01 11:22:19,
CO@6_5_15,House 6_Floor1_Hallway_HeatingControl_Setpoint,,,
CO@6_5_16,House 6_Floor1_Hallway_HeatingControl_Setpoint_Status,18.0,2024-05-23 11:59:42,
CO@6_5_18,House 6_Floor1_Hallway_HeatingControl_HeatDemandPERC,23.0,2024-06-05 13:56:09,3.0
CO@6_5_19,House 6_Floor1_Hallway_HeatingControl_HeatDemand_Status,18.0,2024-06-05 10:11:15,43.64
CO@6_5_2,House 6_Floor_Global_HeatingControl_HeatDemand_Status,0.0,2024-05-23 11:59:35,
CO@6_5_200,House 6_Floor_Global_HeatingControl_CentralSetpoint_Control,18.0,2024-05-23 11:59:42,
CO@6_5_201,House 6_Floor_Global_HeatingControl_CentralSetpoint_Status,18.0,2024-05-23 11:59:42,
CO@6_5_202,House 6_Floor_Global_HeatingControl_CentralOnOff_Control,0.0,2024-03-12 10:06:30,
CO@6_5_203,House 6_Floor_Global_HeatingControl_CentralOnOff_Status,,,
CO@6_5_3,House 6_Floor_Global_HeatingControl_HotWater_Control,,,
CO@6_5_4,House 6_Floor_Global_HeatingControl_HotWater_Status,,,
CO@6_5_40,House 6_Floor1_Bed1_HeatingControl_Setpoint,18.0,2024-05-23 12:00:04,
CO@6_5_41,House 6_Floor1_Bed1_HeatingControl_Setpoint_Status,18.0,2024-05-23 12:00:04,
CO@6_5_43,House 6_Floor1_Bed1_HeatingControl_HeatDemandPERC,100.0,2024-06-05 13:55:23,3.0
CO@6_5_44,House 6_Floor1_Bed1_HeatingControl_HeatDemand_Status,0.0,2024-06-02 20:17:13,78.12
CO@6_5_45,House 6_Floor1_Bed2_HeatingControl_Setpoint,,,
CO@6_5_46,House 6_Floor1_Bed2_HeatingControl_Setpoint_Status,18.0,2024-05-23 11:59:42,
CO@6_5_48,House 6_Floor1_Bed2_HeatingControl_HeatDemandPERC,100.0,2024-06-05 13:55:18,3.0
CO@6_5_49,House 6_Floor1_Bed2_HeatingControl_HeatDemand_Status,0.0,2024-06-02 16:38:14,352.31
CO@6_5_5,House 6_Floor1_LivingRoom_HeatingControl_Setpoint,21.5,2024-03-28 13:50:53,
CO@6_5_6,House 6_Floor1_LivingRoom_HeatingControl_Setpoint_Status,18.0,2024-05-23 11:59:42,
