sensor_key,sensor_description,value,last_shared_date,period(min)
CO@2_4_124,House 2_Floor1_Bathroom_Other_Window1,0.0,2023-11-28 15:11:08,
CO@2_4_127,House 2_Floor1_Bathroom_Other_Door1,0.0,2024-05-24 09:55:49,
CO@2_4_13,House 2_Floor1_Kitchen_Other_Occupancy,0.0,2024-06-04 15:22:50,
CO@2_4_14,House 2_Floor1_Kitchen_Other_Window1,0.0,2023-12-19 12:40:53,
CO@2_4_158,House 2_Floor1_Rear_Other_Door1,1.0,2024-05-23 12:52:06,
CO@2_4_2,House 2_Floor1_LivingRoom_Other_CO2,142.96,2024-06-05 13:52:24,4.93
CO@2_4_20,House 2_Floor1_Hallway_Other_Temperature,,,
CO@2_4_27,House 2_Floor1_Hallway_Other_Door1,1.0,2024-06-04 15:22:37,
CO@2_4_3,House 2_Floor1_LivingRoom_Other_Occupancy,0.0,2024-06-04 15:22:57,
CO@2_4_4,House 2_Floor1_LivingRoom_Other_Window1,0.0,2024-02-28 09:53:56,
CO@2_4_7,House 2_Floor1_LivingRoom_Other_Door1,0.0,2024-05-23 08:21:05,
CO@2_4_70,House 2_Floor2_Landing_Other_Temperature,17.67,2024-06-05 13:53:40,2.99
CO@2_4_80,House 2_Floor2_Bed1_Other_Temperature,18.61,2024-06-05 13:57:18,4.99
CO@2_4_81,House 2_Floor2_Bed1_Other_Humidity,60.04,2024-06-05 13:53:08,5.17
CO@2_4_82,House 2_Floor2_Bed1_Other_CO2,298.88,2024-06-05 13:52:18,2.94
CO@2_4_83,House 2_Floor2_Bed1_Other_Occupancy,0.0,2024-06-05 13:52:34,9.86
CO@2_4_84,House 2_Floor2_Bed1_Other_Window1,1.0,2024-05-23 09:23:49,
CO@2_4_87,House 2_Floor2_Bed1_Other_Door1,0.0,2024-05-23 11:49:05,
CO@2_4_90,House 2_Floor2_Bed2_Other_Temperature,19.37,2024-06-05 13:52:19,4.99
CO@2_4_91,House 2_Floor2_Bed2_Other_Humidity,53.52,2024-06-05 13:53:08,5.17
CO@2_4_92,House 2_Floor2_Bed2_Other_CO2,150.96,2024-06-05 13:52:18,4.66
CO@2_4_93,House 2_Floor2_Bed2_Other_Occupancy,0.0,2024-06-05 12:36:38,454.26
CO@2_4_94,House 2_Floor2_Bed2_Other_Window1,1.0,2024-02-28 09:57:57,
CO@2_4_97,House 2_Floor2_Bed2_Other_Door1,0.0,2024-05-21 12:08:25,
CO@2_5_0,House 2_Floor_Global_HeatingControl_HeatDemandPWM,0.0,2024-06-05 13:52:18,5.0
CO@2_5_10,House 2_Floor1_Kitchen_HeatingControl_Setpoint,18.0,2024-03-28 14:19:43,
CO@2_5_11,House 2_Floor1_Kitchen_HeatingControl_Setpoint_Status,18.0,2024-05-24 17:15:19,
CO@2_5_13,House 2_Floor1_Kitchen_HeatingControl_HeatDemandPERC,0.0,2024-06-05 13:54:32,3.0
CO@2_5_14,House 2_Floor1_Kitchen_HeatingControl_HeatDemand_Status,0.0,2024-05-31 15:11:20,
CO@2_5_2,House 2_Floor_Global_HeatingControl_HeatDemand_Status,0.0,2024-05-24 17:15:13,
CO@2_5_200,House 2_Floor_Global_HeatingControl_CentralSetpoint_Control,18.0,2024-05-24 17:15:19,
CO@2_5_201,House 2_Floor_Global_HeatingControl_CentralSetpoint_Status,18.0,2024-05-24 17:15:19,
CO@2_5_202,House 2_Floor_Global_HeatingControl_CentralOnOff_Control,,,
CO@2_5_203,House 2_Floor_Global_HeatingControl_CentralOnOff_Status,,,
CO@2_5_3,House 2_Floor_Global_HeatingControl_HotWater_Control,,,
CO@2_5_4,House 2_Floor_Global_HeatingControl_HotWater_Status,,,
CO@2_5_40,House 2_Floor2_Bed1_HeatingControl_Setpoint,18.0,2024-05-31 10:24:21,
CO@2_5_41,House 2_Floor2_Bed1_HeatingControl_Setpoint_Status,18.0,2024-05-31 10:24:21,
CO@2_5_43,House 2_Floor2_Bed1_HeatingControl_HeatDemandPERC,0.0,2024-06-05 13:56:00,3.0
CO@2_5_44,House 2_Floor2_Bed1_HeatingControl_HeatDemand_Status,0.0,2024-05-31 10:24:55,
CO@2_5_45,House 2_Floor2_Bed2_HeatingControl_Setpoint,,,
CO@2_5_46,House 2_Floor2_Bed2_HeatingControl_Setpoint_Status,18.0,2024-05-24 17:15:19,
CO@2_5_48,House 2_Floor2_Bed2_HeatingControl_HeatDemandPERC,0.0,2024-06-05 13:54:18,3.0
CO@2_5_49,House 2_Floor2_Bed2_HeatingControl_HeatDemand_Status,0.0,2024-05-31 17:09:45,
CO@2_5_5,House 2_Floor1_LivingRoom_HeatingControl_Setpoint,0.0,2023-11-27 15:00:39,
CO@2_5_6,House 2_Floor1_LivingRoom_HeatingControl_Setpoint_Status,18.0,2024-05-24 17:15:19,
CO@2_5_8,House 2_Floor1_LivingRoom_HeatingControl_HeatDemandPERC,0.0,2024-06-05 13:54:32,3.0
CO@2_5_9,House 2_Floor1_LivingRoom_HeatingControl_HeatDemand_Status,0.0,2024-05-31 17:09:51,
CO@3_0_1,House 3_Floor_Global_Electric_Voltage,248.10000610351562,2024-06-05 13:18:48,701.3
CO@3_0_10,House 3_Floor1_LivingRoom_Electric_Sockets_Control,,,
CO@3_0_11,House 3_Floor1_LivingRoom_Electric_Sockets_Status,1.0,2024-03-28 09:47:01,
CO@3_0_122,House 3_Floor2_Landing_Electric_Lights_Control,,,
CO@3_0_123,House 3_Floor2_Landing_Electric_Lights_Status,0.0,2024-03-28 09:47:04,
CO@3_0_125,House 3_Floor2_Landing_Electric_Lights_Current,0.0,2024-03-28 09:47:12,
CO@3_0_126,House 3_Floor2_Landing_Electric_Lights_Power,0.0,2024-03-28 09:47:12,
CO@3_0_128,House 3_Floor2_Landing_Electric_Lights_CumEnergy,0.0,2024-03-28 09:47:12,
CO@3_0_13,House 3_Floor1_LivingRoom_Electric_Sockets_Current,0.0,2024-03-28 09:47:09,
CO@3_0_130,House 3_Floor2_Bed1_Electric_Lights_Control,0.0,2024-02-28 11:18:37,
CO@3_0_131,House 3_Floor2_Bed1_Electric_Lights_Status,0.0,2024-03-28 09:46:58,
CO@3_0_133,House 3_Floor2_Bed1_Electric_Lights_Current,0.0,2024-03-28 09:47:02,
CO@3_0_134,House 3_Floor2_Bed1_Electric_Lights_Power,0.0,2024-03-28 09:47:02,
CO@3_0_136,House 3_Floor2_Bed1_Electric_Lights_CumEnergy,0.0,2024-03-28 09:47:02,
CO@3_0_138,House 3_Floor2_Bed2_Electric_Lights_Control,0.0,2024-05-14 10:09:04,
CO@3_0_139,House 3_Floor2_Bed2_Electric_Lights_Status,0.0,2024-05-14 10:09:08,
CO@3_0_14,House 3_Floor1_LivingRoom_Electric_Sockets_Power,0.0,2024-03-28 09:47:09,
CO@3_0_141,House 3_Floor2_Bed2_Electric_Lights_Current,0.0,2024-05-14 10:09:42,
CO@3_0_142,House 3_Floor2_Bed2_Electric_Lights_Power,0.0,2024-05-14 10:09:39,
CO@3_0_144,House 3_Floor2_Bed2_Electric_Lights_CumEnergy,0.0,2024-03-28 09:47:13,
CO@3_0_16,House 3_Floor1_LivingRoom_Electric_Sockets_CumEnergy,0.0,2024-03-28 09:47:09,
CO@3_0_162,House 3_Floor1_Bathroom_Electric_Lights_Control,0.0,2024-05-24 11:39:29,
CO@3_0_163,House 3_Floor1_Bathroom_Electric_Lights_Status,0.0,2024-05-24 11:39:29,
CO@3_0_165,House 3_Floor1_Bathroom_Electric_Lights_Current,0.0,2024-05-24 11:39:35,
CO@3_0_166,House 3_Floor1_Bathroom_Electric_Lights_Power,0.0,2024-05-24 11:39:35,
CO@3_0_168,House 3_Floor1_Bathroom_Electric_Lights_CumEnergy,0.0,2024-03-28 09:47:08,
CO@3_0_18,House 3_Floor1_Kitchen_Electric_Sockets_Control,,,
CO@3_0_19,House 3_Floor1_Kitchen_Electric_Sockets_Status,1.0,2024-03-28 09:47:09,
CO@3_0_194,House 3_Floor_Global_Electric_Immersion_Control,,,
CO@3_0_195,House 3_Floor_Global_Electric_Immersion_Status,,,
CO@3_0_197,House 3_Floor_Global_Electric_Immersion_Current,,,
CO@3_0_198,House 3_Floor_Global_Electric_Immersion_Power,,,
CO@3_0_2,House 3_Floor_Global_Electric_Current,1059061760.0,2023-11-30 12:35:27,
CO@3_0_200,House 3_Floor_Global_Electric_Immersion_CumEnergy,,,
CO@3_0_202,House 3_Floor1_Kitchen_Electric_Hob_Control,,,
CO@3_0_203,House 3_Floor1_Kitchen_Electric_Hob_Status,,,
CO@3_0_205,House 3_Floor1_Kitchen_Electric_Hob_Current,0.020999999716877937,2024-03-28 09:48:01,
CO@3_0_206,House 3_Floor1_Kitchen_Electric_Hob_Power,3.571000099182129,2024-06-05 12:01:04,459.9
CO@3_0_208,House 3_Floor1_Kitchen_Electric_Hob_CumEnergy,14.0,2024-05-28 22:26:50,
CO@3_0_21,House 3_Floor1_Kitchen_Electric_Sockets_Current,0.0,2024-03-28 09:47:14,
CO@3_0_22,House 3_Floor1_Kitchen_Electric_Sockets_Power,0.0,2024-03-28 09:47:14,
CO@3_0_24,House 3_Floor1_Kitchen_Electric_Sockets_CumEnergy,0.0,2024-03-28 09:47:14,
CO@3_0_240,House 3_Floor_Global_Electric_Lights_ALL Control,0.0,2024-03-14 09:23:54,
CO@3_0_241,House 3_Floor_Global_Electric_Sockets_All Control,1.0,2024-03-14 09:19:02,
CO@3_0_3,House 3_Floor_Global_Electric_Power,268.0,2024-03-14 09:20:31,
CO@3_0_34,House 3_Floor2_Bed1_Electric_Sockets_Control,,,
CO@3_0_35,House 3_Floor2_Bed1_Electric_Sockets_Status,1.0,2024-03-28 09:46:59,
CO@3_0_37,House 3_Floor2_Bed1_Electric_Sockets_Current,0.0,2024-03-28 09:47:03,
CO@3_0_38,House 3_Floor2_Bed1_Electric_Sockets_Power,0.0,2024-03-28 09:47:03,
CO@3_0_4,House 3_Floor_Global_Electric_AppPower,195.45999145507812,2024-06-05 11:06:43,295.23
CO@3_0_40,House 3_Floor2_Bed1_Electric_Sockets_CumEnergy,0.0,2024-03-28 09:47:04,
CO@3_0_42,House 3_Floor2_Bed2_Electric_Sockets_Control,,,
CO@3_0_43,House 3_Floor2_Bed2_Electric_Sockets_Status,1.0,2024-03-28 09:46:59,
CO@3_0_45,House 3_Floor2_Bed2_Electric_Sockets_Current,0.0,2024-03-28 09:47:07,
CO@3_0_46,House 3_Floor2_Bed2_Electric_Sockets_Power,0.0,2024-03-28 09:47:06,
CO@3_0_48,House 3_Floor2_Bed2_Electric_Sockets_CumEnergy,0.0,2024-03-28 09:47:07,
CO@3_0_5,House 3_Floor_Global_Electric_ReacPower,-1029373952.0,2023-11-30 12:35:21,
CO@3_0_6,House 3_Floor_Global_Electric_PowerFactor,0.6770000457763672,2024-06-05 13:54:19,153.58
CO@3_0_66,House 3_Floor1_LivingRoom_Electric_Lights_Control,0.0,2024-05-23 10:15:32,
CO@3_0_67,House 3_Floor1_LivingRoom_Electric_Lights_Status,0.0,2024-05-23 10:15:32,
CO@3_0_69,House 3_Floor1_LivingRoom_Electric_Lights_Current,0.0,2024-05-23 10:15:43,
CO@3_0_7,House 3_Floor_Global_Electric_CumEnergy,1.1329077694526849e-39,2024-06-05 13:42:35,15.0
CO@3_0_70,House 3_Floor1_LivingRoom_Electric_Lights_Power,0.0,2024-05-23 10:15:43,
CO@3_0_72,House 3_Floor1_LivingRoom_Electric_Lights_CumEnergy,0.0,2024-03-28 09:47:10,
CO@3_0_74,House 3_Floor1_Kitchen_Electric_Lights_Control,0.0,2024-05-23 13:10:14,
CO@3_0_75,House 3_Floor1_Kitchen_Electric_Lights_Status,0.0,2024-05-23 13:10:14,
CO@3_0_77,House 3_Floor1_Kitchen_Electric_Lights_Current,0.0,2024-05-23 13:10:18,
CO@3_0_78,House 3_Floor1_Kitchen_Electric_Lights_Power,0.0,2024-05-23 13:10:18,
CO@3_0_8,House 3_Floor_Global_Electric_CumReactEnergy,30770.0,2024-06-05 13:57:35,15.0
CO@3_0_80,House 3_Floor1_Kitchen_Electric_Lights_CumEnergy,1.0,2024-05-23 12:54:31,
CO@3_0_82,House 3_Floor1_Hallway_Electric_Lights_Control,,,
CO@3_0_83,House 3_Floor1_Hallway_Electric_Lights_Status,0.0,2024-05-23 13:10:14,
CO@3_0_85,House 3_Floor1_Hallway_Electric_Lights_Current,0.0,2024-05-23 13:10:18,
CO@3_0_86,House 3_Floor1_Hallway_Electric_Lights_Power,0.0,2024-05-23 13:10:18,
CO@3_0_88,House 3_Floor1_Hallway_Electric_Lights_CumEnergy,0.0,2024-03-28 09:47:02,
CO@3_0_9,House 3_Floor_Global_Electric_ACFrequency,49.88999557495117,2024-06-05 13:32:20,40.87
CO@3_1_11,House 3_Floor1_Bathroom_Electric_Radiator_Current,0.0,2024-03-28 09:47:11,
CO@3_1_12,House 3_Floor1_Bathroom_Electric_Radiator_Power,0.0,2024-03-28 09:47:11,
CO@3_1_14,House 3_Floor1_Bathroom_Electric_Radiator_CumEnergy,0.0,2024-03-28 09:47:12,
CO@3_1_8,House 3_Floor1_Bathroom_Electric_Radiator_Control,0.0,2024-03-07 21:30:56,
CO@3_1_9,House 3_Floor1_Bathroom_Electric_Radiator_Status,0.0,2024-03-28 09:47:03,
CO@3_2_0,House 3_Floor_Global_Gas_Volume,360.55999755859375,2024-06-05 13:48:27,14.99
CO@3_3_0,House 3_Floor_Global_Water_Meter_Volume,172.90000915527344,2024-06-05 13:54:13,5.0
CO@3_3_1,House 3_Floor_Global_Water_Meter_Flow,0.0,2024-06-05 13:54:13,5.0
CO@3_3_10,House 3_Floor1_Kitchen_Water_SinkCold_Temp,10.5,2024-06-05 13:52:00,549.55
CO@3_3_11,House 3_Floor1_Kitchen_Water_SinkHot_Volume,4.119817485114962e-43,2024-05-22 09:31:19,
CO@3_3_12,House 3_Floor1_Kitchen_Water_SinkHot_Flow,0.0,2024-05-23 12:58:40,
CO@3_3_13,House 3_Floor1_Kitchen_Water_SinkHot_Temp,9.8,2024-06-05 13:28:41,598.03
CO@3_3_20,House 3_Floor1_Bathroom_Water_SinkCold_Volume,2.802596928649634e-44,2024-05-23 12:24:40,
CO@3_3_21,House 3_Floor1_Bathroom_Water_SinkCold_Flow,0.0,2024-05-23 12:58:59,
CO@3_3_22,House 3_Floor1_Bathroom_Water_SinkCold_Temp,10.9,2024-06-05 12:42:35,492.4
CO@3_3_23,House 3_Floor1_Bathroom_Water_SinkHot_Volume,3.2229864679470793e-44,2024-03-14 09:20:28,
CO@3_3_24,House 3_Floor1_Bathroom_Water_SinkHot_Flow,0.0,2024-05-23 12:58:59,
CO@3_3_25,House 3_Floor1_Bathroom_Water_SinkHot_Temp,10.4,2024-06-05 12:52:47,922.46
CO@3_3_26,House 3_Floor1_Bathroom_Water_BathCold_Volume,,,
CO@3_3_27,House 3_Floor1_Bathroom_Water_BathCold_Flow,0.0,2024-05-23 12:40:32,
CO@3_3_28,House 3_Floor1_Bathroom_Water_BathCold_Temp,11.200000000000001,2024-06-05 13:19:33,965.77
CO@3_3_29,House 3_Floor1_Bathroom_Water_BathHot_Volume,,,
CO@3_3_30,House 3_Floor1_Bathroom_Water_BathHot_Flow,0.0,2024-03-14 09:21:01,
CO@3_3_31,House 3_Floor1_Bathroom_Water_BathHot_Temp,10.9,2024-06-05 13:26:04,627.74
CO@3_3_32,,2147483647.0,2024-03-28 09:47:03,
CO@3_3_33,,0.0,2024-05-30 15:24:41,
CO@3_3_34,,11.0,2024-06-05 12:44:29,
CO@3_3_35,,2147483647.0,2024-03-28 09:47:03,
CO@3_3_36,,0.0,2024-05-30 15:24:41,
CO@3_3_37,,11.0,2024-06-05 12:48:08,
CO@3_3_8,House 3_Floor1_Kitchen_Water_SinkCold_Volume,5.044674471569341e-44,2024-05-23 12:24:59,
CO@3_3_83,House 3_Floor1_Bathroom_Water_ToiletCold_Volume,2.045895757914233e-43,2024-05-30 15:24:32,
CO@3_3_84,House 3_Floor1_Bathroom_Water_ToiletCold_Flow,0.0,2024-05-30 15:24:35,
CO@3_3_85,House 3_Floor1_Bathroom_Water_ToiletCold_Temp,12.3,2024-06-05 13:01:01,971.4
CO@3_3_9,House 3_Floor1_Kitchen_Water_SinkCold_Flow,0.0,2024-05-23 12:58:39,
CO@3_4_0,House 3_Floor1_LivingRoom_Other_Temperature,21.06,2024-06-05 13:55:29,5.0
CO@3_4_1,House 3_Floor1_LivingRoom_Other_Humidity,66.48,2024-06-05 13:51:59,5.17
CO@3_4_10,House 3_Floor1_Kitchen_Other_Temperature,21.1,2024-06-05 13:55:25,4.99
CO@3_4_11,House 3_Floor1_Kitchen_Other_Humidity,65.8,2024-06-05 13:51:55,5.17
CO@3_4_12,House 3_Floor1_Kitchen_Other_CO2,7.0,2024-06-05 13:55:25,3.84
CO@3_4_120,House 3_Floor1_Bathroom_Other_Temperature,19.330000000000002,2024-06-05 13:56:18,4.99
CO@3_4_121,House 3_Floor1_Bathroom_Other_Humidity,54.68,2024-06-05 13:57:02,4.55
CO@3_4_122,House 3_Floor1_Bathroom_Other_CO2,405.76,2024-06-05 13:55:22,4.48
CO@3_4_123,House 3_Floor1_Bathroom_Other_Occupancy,0.0,2024-06-04 11:30:12,0.58
CO@3_4_124,House 3_Floor1_Bathroom_Other_Window1,0.0,2024-03-07 13:36:59,
CO@3_4_127,House 3_Floor1_Bathroom_Other_Door1,0.0,2024-05-24 09:53:31,
CO@3_4_13,House 3_Floor1_Kitchen_Other_Occupancy,0.0,2024-06-05 13:30:50,
CO@3_4_14,House 3_Floor1_Kitchen_Other_Window1,1.0,2024-03-14 09:19:37,
CO@3_4_158,House 3_Floor1_Rear_Other_Door1,,,
CO@3_4_2,House 3_Floor1_LivingRoom_Other_CO2,112.96000000000001,2024-06-05 13:55:29,4.97
CO@3_4_20,House 3_Floor1_Hallway_Other_Temperature,,,
CO@3_4_27,House 3_Floor1_Hallway_Other_Door1,1.0,2024-06-05 13:30:32,
CO@3_4_3,House 3_Floor1_LivingRoom_Other_Occupancy,0.0,2024-06-05 13:30:50,
CO@3_4_4,House 3_Floor1_LivingRoom_Other_Window1,1.0,2024-03-14 09:22:08,
CO@3_4_7,House 3_Floor1_LivingRoom_Other_Door1,0.0,2024-04-17 06:36:59,
CO@3_4_70,House 3_Floor2_Landing_Other_Temperature,19.67,2024-06-05 13:56:15,2.99
CO@3_4_80,House 3_Floor2_Bed1_Other_Temperature,20.04,2024-06-05 13:55:24,4.99
CO@3_4_81,House 3_Floor2_Bed1_Other_Humidity,65.24,2024-06-05 13:51:54,5.17
CO@3_4_82,House 3_Floor2_Bed1_Other_CO2,412.8,2024-06-05 13:55:24,3.69
CO@3_4_83,House 3_Floor2_Bed1_Other_Occupancy,0.0,2024-06-04 11:32:58,
CO@3_4_84,House 3_Floor2_Bed1_Other_Window1,1.0,2024-03-20 13:34:11,
CO@3_4_87,House 3_Floor2_Bed1_Other_Door1,1.0,2023-12-21 11:25:31,
CO@3_4_90,House 3_Floor2_Bed2_Other_Temperature,21.64,2024-06-05 13:55:02,4.99
CO@3_4_91,House 3_Floor2_Bed2_Other_Humidity,59.96,2024-06-05 13:51:32,5.17
CO@3_4_92,House 3_Floor2_Bed2_Other_CO2,122.0,2024-06-05 13:55:02,3.24
CO@3_4_93,House 3_Floor2_Bed2_Other_Occupancy,,,
CO@3_4_94,House 3_Floor2_Bed2_Other_Window1,0.0,2024-03-07 13:37:42,
CO@3_4_97,House 3_Floor2_Bed2_Other_Door1,0.0,2024-03-07 15:00:22,
CO@3_5_0,House 3_Floor_Global_HeatingControl_HeatDemandPWM,1.0,2024-06-05 13:52:38,5.01
CO@3_5_10,House 3_Floor1_Kitchen_HeatingControl_Setpoint,18.0,2024-03-28 14:19:11,
CO@3_5_11,House 3_Floor1_Kitchen_HeatingControl_Setpoint_Status,23.0,2024-06-05 10:52:41,
CO@3_5_13,House 3_Floor1_Kitchen_HeatingControl_HeatDemandPERC,100.0,2024-06-05 13:55:39,3.0
CO@3_5_14,House 3_Floor1_Kitchen_HeatingControl_HeatDemand_Status,88.0,2024-06-05 11:07:44,
CO@3_5_2,House 3_Floor_Global_HeatingControl_HeatDemand_Status,1.0,2024-06-05 10:52:38,
CO@3_5_200,House 3_Floor_Global_HeatingControl_CentralSetpoint_Control,23.0,2024-06-05 10:52:41,
CO@3_5_201,House 3_Floor_Global_HeatingControl_CentralSetpoint_Status,23.0,2024-06-05 10:52:41,
CO@3_5_202,House 3_Floor_Global_HeatingControl_CentralOnOff_Control,,,
CO@3_5_203,House 3_Floor_Global_HeatingControl_CentralOnOff_Status,,,
CO@3_5_3,House 3_Floor_Global_HeatingControl_HotWater_Control,,,
CO@3_5_4,House 3_Floor_Global_HeatingControl_HotWater_Status,,,
CO@3_5_40,House 3_Floor2_Bed1_HeatingControl_Setpoint,18.0,2024-05-23 12:02:30,
CO@3_5_41,House 3_Floor2_Bed1_HeatingControl_Setpoint_Status,18.0,2024-05-23 12:02:30,
CO@3_5_43,House 3_Floor2_Bed1_HeatingControl_HeatDemandPERC,0.0,2024-06-05 13:54:15,3.0
CO@3_5_44,House 3_Floor2_Bed1_HeatingControl_HeatDemand_Status,0.0,2024-06-04 12:53:21,
CO@3_5_45,House 3_Floor2_Bed2_HeatingControl_Setpoint,18.0,2024-05-23 12:02:37,
CO@3_5_46,House 3_Floor2_Bed2_HeatingControl_Setpoint_Status,23.0,2024-06-05 10:52:41,
CO@3_5_48,House 3_Floor2_Bed2_HeatingControl_HeatDemandPERC,89.0,2024-06-05 13:55:38,3.0
CO@3_5_49,House 3_Floor2_Bed2_HeatingControl_HeatDemand_Status,87.0,2024-06-05 12:37:42,
CO@3_5_5,House 3_Floor1_LivingRoom_HeatingControl_Setpoint,,,
CO@3_5_6,House 3_Floor1_LivingRoom_HeatingControl_Setpoint_Status,23.0,2024-06-05 10:52:41,
CO@3_5_8,House 3_Floor1_LivingRoom_HeatingControl_HeatDemandPERC,100.0,2024-06-05 13:55:39,3.0
CO@3_5_9,House 3_Floor1_LivingRoom_HeatingControl_HeatDemand_Status,90.0,2024-06-05 11:07:43,
CO@4_0_1,House 4_Floor_Global_Electric_Voltage,247.0,2024-06-04 13:23:56,390.46
CO@4_0_10,House 4_Floor1_LivingRoom_Electric_Sockets_Control,1.0,2024-03-07 12:51:03,
CO@4_0_11,House 4_Floor1_LivingRoom_Electric_Sockets_Status,1.0,2024-03-07 12:51:05,
CO@4_0_122,House 4_Floor2_Landing_Electric_Lights_Control,0.0,2024-03-07 13:07:17,
CO@4_0_123,House 4_Floor2_Landing_Electric_Lights_Status,0.0,2024-03-07 13:07:18,
CO@4_0_125,House 4_Floor2_Landing_Electric_Lights_Current,0.0,2023-12-19 15:41:50,
CO@4_0_126,House 4_Floor2_Landing_Electric_Lights_Power,0.0,2023-12-19 15:41:48,
CO@4_0_128,House 4_Floor2_Landing_Electric_Lights_CumEnergy,,,
CO@4_0_13,House 4_Floor1_LivingRoom_Electric_Sockets_Current,0.0,2023-12-01 09:31:31,
CO@4_0_130,House 4_Floor2_Bed1_Electric_Lights_Control,,,
CO@4_0_131,House 4_Floor2_Bed1_Electric_Lights_Status,,,
CO@4_0_133,House 4_Floor2_Bed1_Electric_Lights_Current,1026564293.0,2023-12-08 13:17:07,
CO@4_0_134,House 4_Floor2_Bed1_Electric_Lights_Power,1092918182.0,2023-12-08 13:17:06,
CO@4_0_136,House 4_Floor2_Bed1_Electric_Lights_CumEnergy,,,
CO@4_0_138,House 4_Floor2_Bed2_Electric_Lights_Control,,,
CO@4_0_139,House 4_Floor2_Bed2_Electric_Lights_Status,,,
CO@4_0_14,House 4_Floor1_LivingRoom_Electric_Sockets_Power,0.0,2023-12-01 09:31:29,
CO@4_0_141,House 4_Floor2_Bed2_Electric_Lights_Current,0.0,2023-12-08 13:16:17,
CO@4_0_142,House 4_Floor2_Bed2_Electric_Lights_Power,0.0,2023-12-08 13:16:14,
CO@4_0_144,House 4_Floor2_Bed2_Electric_Lights_CumEnergy,,,
CO@4_0_146,House 4_Floor2_Bed3_Electric_Lights_Control,0.0,2024-05-23 12:13:49,
CO@4_0_147,House 4_Floor2_Bed3_Electric_Lights_Status,0.0,2024-05-23 12:13:49,
CO@4_0_149,House 4_Floor2_Bed3_Electric_Lights_Current,0.0,2024-05-23 12:13:53,
CO@4_0_150,House 4_Floor2_Bed3_Electric_Lights_Power,0.0,2024-05-23 12:13:53,
CO@4_0_152,House 4_Floor2_Bed3_Electric_Lights_CumEnergy,,,
CO@4_0_16,House 4_Floor1_LivingRoom_Electric_Sockets_CumEnergy,,,
CO@4_0_162,House 4_Floor2_Bathroom_Electric_Lights_Control,0.0,2024-03-07 13:10:13,
CO@4_0_163,House 4_Floor2_Bathroom_Electric_Lights_Status,0.0,2024-03-07 13:10:15,
CO@4_0_165,House 4_Floor2_Bathroom_Electric_Lights_Current,0.0,2024-03-07 13:10:35,
CO@4_0_166,House 4_Floor2_Bathroom_Electric_Lights_Power,0.0,2024-03-07 13:10:33,
CO@4_0_168,House 4_Floor2_Bathroom_Electric_Lights_CumEnergy,,,
CO@4_0_170,House 4_Floor2_WCFF_Electric_Lights_Control,,,
CO@4_0_171,House 4_Floor2_WCFF_Electric_Lights_Status,,,
CO@4_0_173,House 4_Floor2_WCFF_Electric_Lights_Current,0.0,2024-03-07 13:09:55,
CO@4_0_174,House 4_Floor2_WCFF_Electric_Lights_Power,0.0,2024-03-07 13:09:53,
CO@4_0_176,House 4_Floor2_WCFF_Electric_Lights_CumEnergy,,,
CO@4_0_18,House 4_Floor1_Kitchen_Electric_Sockets_Control,,,
CO@4_0_19,House 4_Floor1_Kitchen_Electric_Sockets_Status,,,
CO@4_0_194,House 4_Floor_Global_Electric_Immersion_Control,,,
CO@4_0_195,House 4_Floor_Global_Electric_Immersion_Status,,,
CO@4_0_197,House 4_Floor_Global_Electric_Immersion_Current,,,
CO@4_0_198,House 4_Floor_Global_Electric_Immersion_Power,,,
CO@4_0_2,House 4_Floor_Global_Electric_Current,,,
CO@4_0_200,House 4_Floor_Global_Electric_Immersion_CumEnergy,,,
CO@4_0_202,House 4_Floor1_Kitchen_Electric_Hob_Control,,,
CO@4_0_203,House 4_Floor1_Kitchen_Electric_Hob_Status,,,
CO@4_0_204,House 4_Floor1_Kitchen_Electric_Hob_Voltage,,,
CO@4_0_205,House 4_Floor1_Kitchen_Electric_Hob_Current,0.0,2023-12-11 13:34:08,
CO@4_0_206,House 4_Floor1_Kitchen_Electric_Hob_Power,4.817999839782715,2024-05-24 16:54:48,
CO@4_0_208,House 4_Floor1_Kitchen_Electric_Hob_CumEnergy,15.0,2024-04-30 14:36:02,
CO@4_0_21,House 4_Floor1_Kitchen_Electric_Sockets_Current,0.0,2024-03-07 12:56:39,
CO@4_0_22,House 4_Floor1_Kitchen_Electric_Sockets_Power,0.0,2024-03-07 12:56:37,
CO@4_0_24,House 4_Floor1_Kitchen_Electric_Sockets_CumEnergy,,,
CO@4_0_240,House 4_Floor_Global_Electric_Lights_ALL Control,,,
CO@4_0_241,House 4_Floor_Global_Electric_Sockets_All Control,,,
CO@4_0_26,House 4_Floor1_DiningRoom_Electric_Sockets_Control,1.0,2024-03-07 12:51:58,
CO@4_0_27,House 4_Floor1_DiningRoom_Electric_Sockets_Status,1.0,2024-03-07 12:52:00,
CO@4_0_29,House 4_Floor1_DiningRoom_Electric_Sockets_Current,,,
CO@4_0_3,House 4_Floor_Global_Electric_Power,688.0499877929688,2024-03-07 13:08:47,
CO@4_0_30,House 4_Floor1_DiningRoom_Electric_Sockets_Power,,,
CO@4_0_32,House 4_Floor1_DiningRoom_Electric_Sockets_CumEnergy,,,
CO@4_0_34,House 4_Floor2_Bed1_Electric_Sockets_Control,,,
